paper_id,year,score_centered,bandwidth,accepted,openalex_cited_by_count,in_year_specific_rdd_sample,openalex_matched
H1UOm4gA-,2018,0.6663333333333332,1.333,1.0,31.0,True,True
H1U_af-0-,2018,-0.0003333333333328,1.333,0.0,16.0,True,True
H1VjBebR-,2018,0.9996666666666671,1.333,1.0,11.0,True,True
H1Xw62kRZ,2018,0.3330000000000002,1.333,1.0,49.0,True,True
H1Y8hhg0b,2018,0.6663333333333332,1.333,1.0,149.0,True,True
H1Yp-j1Cb,2018,0.9996666666666671,1.333,1.0,15.0,True,True
H1bM1fZCW,2018,-1.0003333333333329,1.333,0.0,451.0,True,True
H1bhRHeA-,2018,-0.6669999999999998,1.333,0.0,8.0,True,True
H1cKvl-Rb,2018,0.3330000000000002,1.333,0.0,77.0,True,True
H1dh6Ax0Z,2018,-0.0003333333333328,1.333,1.0,28.0,True,True
H1kG7GZAW,2018,0.9996666666666671,1.333,1.0,50.0,True,True
H1pri9vTZ,2018,-1.0003333333333329,1.333,0.0,8.0,True,True
H1sUHgb0Z,2018,0.9996666666666671,1.333,1.0,86.0,True,True
H1uP7ebAW,2018,0.3330000000000002,1.333,0.0,195.0,True,True
H1uR4GZRZ,2018,0.6663333333333332,1.333,1.0,207.0,True,True
H1vEXaxA-,2018,0.9996666666666671,1.333,1.0,40.0,True,True
H1wt9x-RW,2018,0.9996666666666671,1.333,0.0,11.0,True,True
H1xJjlbAZ,2018,-0.6669999999999998,1.333,0.0,77.0,True,True
HJ4IhxZAb,2018,0.6663333333333332,1.333,0.0,57.0,True,True
HJ5AUm-CZ,2018,0.3330000000000002,1.333,0.0,30.0,True,True
HJ94fqApW,2018,0.3330000000000002,1.333,1.0,153.0,True,True
HJC2SzZCW,2018,-0.0003333333333328,1.333,1.0,225.0,True,True
HJCXZQbAZ,2018,0.3330000000000002,1.333,1.0,4.0,True,True
HJDV5YxCW,2018,-0.6669999999999998,1.333,0.0,15.0,True,True
HJIhGXWCZ,2018,-1.0003333333333329,1.333,0.0,14.0,True,True
HJIoJWZCZ,2018,0.9996666666666671,1.333,1.0,50.0,True,True
HJOQ7MgAW,2018,0.3330000000000002,1.333,0.0,,True,False
HJRV1ZZAW,2018,-0.3336666666666668,1.333,0.0,17.0,True,True
HJSA_e1AW,2018,-1.0003333333333329,1.333,0.0,20.0,True,True
HJUOHGWRb,2018,0.3330000000000002,1.333,0.0,38.0,True,True
HJWGdbbCW,2018,-1.0003333333333329,1.333,0.0,116.0,True,True
HJZiRkZC-,2018,-0.0003333333333328,1.333,0.0,1.0,True,True
HJ_aoCyRZ,2018,-0.0003333333333328,1.333,1.0,118.0,True,True
HJaDJZ-0W,2018,-0.0003333333333328,1.333,0.0,96.0,True,True
HJcSzz-CZ,2018,0.3330000000000002,1.333,1.0,726.0,True,True
HJcjQTJ0W,2018,-1.0003333333333329,1.333,0.0,28.0,True,True
HJnQJXbC-,2018,-0.3336666666666668,1.333,0.0,29.0,True,True
HJtEm4p6Z,2018,0.6663333333333332,1.333,1.0,103.0,True,True
Hk0wHx-RW,2018,0.0830000000000001,1.333,1.0,14.0,True,True
Hk2MHt-3-,2018,0.3330000000000002,1.333,0.0,,True,False
Hk6WhagRW,2018,0.3330000000000002,1.333,1.0,47.0,True,True
Hk8XMWgRb,2018,-0.0003333333333328,1.333,1.0,0.0,True,True
Hk99zCeAb,2018,-0.0003333333333328,1.333,1.0,1559.0,True,True
Hk9Xc_lR-,2018,-0.3336666666666668,1.333,1.0,34.0,True,True
HkGcX--0-,2018,-0.0003333333333328,1.333,0.0,,True,False
HkMvEOlAb,2018,0.9996666666666671,1.333,1.0,18.0,True,True
HkNGsseC-,2018,0.9996666666666671,1.333,1.0,23.0,True,True
HkOhuyA6-,2018,-1.0003333333333329,1.333,0.0,,True,False
HkTEFfZRb,2018,0.9996666666666671,1.333,1.0,23.0,True,True
HkUR_y-RZ,2018,0.9996666666666671,1.333,1.0,13.0,True,True
HkepKG-Rb,2018,-0.3336666666666668,1.333,0.0,70.0,True,True
HknbyQbC-,2018,-0.0003333333333328,1.333,0.0,239.0,True,True
HkpRBFxRb,2018,-0.3336666666666668,1.333,0.0,1.0,True,True
Hksj2WWAW,2018,0.6663333333333332,1.333,1.0,9.0,True,True
HktJec1RZ,2018,0.9996666666666671,1.333,1.0,24.0,True,True
HkuGJ3kCb,2018,0.9996666666666671,1.333,1.0,127.0,True,True
HkwVAXyCW,2018,0.3330000000000002,1.333,1.0,38.0,True,True
HkxF5RgC-,2018,0.3330000000000002,1.333,1.0,1.0,True,True
Hy7EPh10W,2018,-0.6669999999999998,1.333,0.0,35.0,True,True
HyEi7bWR-,2018,0.3330000000000002,1.333,0.0,15.0,True,True
HyRVBzap-,2018,-0.0003333333333328,1.333,1.0,63.0,True,True
HyRnez-RW,2018,0.3330000000000002,1.333,1.0,3.0,True,True
HyUNwulC-,2018,0.9996666666666671,1.333,1.0,15.0,True,True
HyWrIgW0W,2018,0.6663333333333332,1.333,1.0,,True,False
HyXBcYg0b,2018,-0.3336666666666668,1.333,0.0,246.0,True,True
HyXNCZbCZ,2018,-0.0003333333333328,1.333,0.0,20.0,True,True
HyfHgI6aW,2018,0.6663333333333332,1.333,1.0,38.0,True,True
HyjC5yWCW,2018,0.6663333333333332,1.333,1.0,96.0,True,True
HymYLebCb,2018,-0.6669999999999998,1.333,0.0,5.0,True,True
HypkN9yRW,2018,-0.3336666666666668,1.333,0.0,26.0,True,True
HyrCWeWCb,2018,-0.3336666666666668,1.333,1.0,31.0,True,True
HytSvlWRZ,2018,-1.0003333333333329,1.333,0.0,0.0,True,True
HyyP33gAZ,2018,0.9996666666666671,1.333,1.0,47.0,True,True
HyzbhfWRW,2018,-0.0003333333333328,1.333,1.0,124.0,True,True
S14EogZAZ,2018,-1.0003333333333329,1.333,0.0,3.0,True,True
S191YzbRZ,2018,-0.6669999999999998,1.333,0.0,0.0,True,True
S1ANxQW0b,2018,0.3330000000000002,1.333,1.0,167.0,True,True
S1DWPP1A-,2018,0.9996666666666671,1.333,1.0,49.0,True,True
S1Dh8Tg0-,2018,0.3330000000000002,1.333,1.0,12.0,True,True
S1Euwz-Rb,2018,0.9996666666666671,1.333,1.0,132.0,True,True
S1EwLkW0W,2018,-1.0003333333333329,1.333,0.0,78.0,True,True
S1GUgxgCW,2018,-0.6669999999999998,1.333,0.0,4.0,True,True
S1HlA-ZAZ,2018,0.9996666666666671,1.333,1.0,13.0,True,True
S1J2ZyZ0Z,2018,0.9996666666666671,1.333,1.0,20.0,True,True
S1WRibb0Z,2018,0.3330000000000002,1.333,1.0,9.0,True,True
S1cZsf-RW,2018,-0.0003333333333328,1.333,1.0,51.0,True,True
S1fcY-Z0-,2018,0.3330000000000002,1.333,0.0,16.0,True,True
S1fduCl0b,2018,-0.0003333333333328,1.333,0.0,105.0,True,True
S1jBcueAb,2018,0.6663333333333332,1.333,1.0,247.0,True,True
S1m6h21Cb,2018,-0.3336666666666668,1.333,0.0,254.0,True,True
S1nQvfgA-,2018,0.6663333333333332,1.333,1.0,31.0,True,True
S1p31z-Ab,2018,-0.0003333333333328,1.333,1.0,,True,False
S1v4N2l0-,2018,0.3330000000000002,1.333,1.0,1535.0,True,True
S1vuO-bCW,2018,0.5830000000000002,1.333,1.0,25.0,True,True
SJ19eUg0-,2018,-0.3336666666666668,1.333,0.0,10.0,True,True
SJ1Xmf-Rb,2018,0.9996666666666671,1.333,1.0,272.0,True,True
SJ60SbW0b,2018,-0.3336666666666668,1.333,0.0,2.0,True,True
SJ8M9yup-,2018,-1.0003333333333329,1.333,0.0,1.0,True,True
SJA7xfb0b,2018,1.0830000000000002,1.333,1.0,2.0,True,True
SJCq_fZ0Z,2018,0.3330000000000002,1.333,0.0,8.0,True,True
SJIA6ZWC-,2018,0.3330000000000002,1.333,0.0,87.0,True,True
SJJQVZW0b,2018,0.3330000000000002,1.333,1.0,58.0,True,True
SJJinbWRZ,2018,0.9996666666666671,1.333,1.0,218.0,True,True
SJLlmG-AZ,2018,-0.3336666666666668,1.333,1.0,1.0,True,True
SJLy_SxC-,2018,-0.0003333333333328,1.333,0.0,28.0,True,True
SJQHjzZ0-,2018,0.3330000000000002,1.333,1.0,15.0,True,True
SJQO7UJCW,2018,-0.6669999999999998,1.333,0.0,377.0,True,True
SJa9iHgAZ,2018,0.3330000000000002,1.333,1.0,43.0,True,True
SJahqJZAW,2018,-0.3336666666666668,1.333,0.0,71.0,True,True
SJi9WOeRb,2018,0.9996666666666671,1.333,1.0,35.0,True,True
SJiHXGWAZ,2018,0.3330000000000002,1.333,1.0,504.0,True,True
SJky6Ry0W,2018,-0.3336666666666668,1.333,0.0,13.0,True,True
SJlhPMWAW,2018,0.6663333333333332,1.333,0.0,,True,False
SJmAXkgCb,2018,-0.3336666666666668,1.333,0.0,2.0,True,True
SJn0sLgRb,2018,-0.6669999999999998,1.333,0.0,338.0,True,True
SJw03ceRW,2018,-1.0003333333333329,1.333,0.0,0.0,True,True
SJx9GQb0-,2018,-0.0003333333333328,1.333,1.0,52.0,True,True
SJyVzQ-C-,2018,-0.3336666666666668,1.333,1.0,0.0,True,True
SJzMATlAZ,2018,-0.3336666666666668,1.333,0.0,55.0,True,True
SJzRZ-WCZ,2018,-0.0003333333333328,1.333,1.0,25.0,True,True
Sk9yuql0Z,2018,0.6663333333333332,1.333,1.0,196.0,True,True
SkF2D7g0b,2018,0.3330000000000002,1.333,0.0,70.0,True,True
SkFAWax0-,2018,0.6663333333333332,1.333,1.0,13.0,True,True
SkPoRg10b,2018,-0.3336666666666668,1.333,0.0,29.0,True,True
SkVqXOxCb,2018,0.6663333333333332,1.333,1.0,29.0,True,True
SkYMnLxRW,2018,0.6663333333333332,1.333,0.0,134.0,True,True
SkYibHlRb,2018,-0.3336666666666668,1.333,0.0,303.0,True,True
SkZxCk-0Z,2018,0.3330000000000002,1.333,1.0,10.0,True,True
SkhQHMW0W,2018,0.9996666666666671,1.333,1.0,645.0,True,True
Skj8Kag0Z,2018,0.9996666666666671,1.333,1.0,10.0,True,True
Skp1ESxRZ,2018,0.9996666666666671,1.333,1.0,15.0,True,True
SkqV-XZRZ,2018,-0.0003333333333328,1.333,0.0,8.0,True,True
SksY3deAW,2018,-1.0003333333333329,1.333,0.0,31.0,True,True
SktLlGbRZ,2018,0.6663333333333332,1.333,0.0,630.0,True,True
Skvd-myR-,2018,-1.0003333333333329,1.333,0.0,43.0,True,True
Skw0n-W0Z,2018,0.3330000000000002,1.333,1.0,44.0,True,True
Skx5txzb0W,2018,-1.0003333333333329,1.333,0.0,2.0,True,True
Sy-tszZRZ,2018,-0.3336666666666668,1.333,0.0,47.0,True,True
Sy0GnUxCb,2018,0.6663333333333332,1.333,1.0,146.0,True,True
Sy1f0e-R-,2018,0.5830000000000002,1.333,0.0,221.0,True,True
Sy21R9JAW,2018,0.9996666666666671,1.333,1.0,30.0,True,True
Sy2ogebAW,2018,0.3330000000000002,1.333,1.0,97.0,True,True
Sy3fJXbA-,2018,-0.6669999999999998,1.333,0.0,25.0,True,True
SyAbZb-0Z,2018,-0.3336666666666668,1.333,0.0,5.0,True,True
SyBBgXWAZ,2018,-0.3336666666666668,1.333,0.0,10.0,True,True
SyELrEeAb,2018,-0.0003333333333328,1.333,1.0,17.0,True,True
SyJ7ClWCb,2018,0.6663333333333332,1.333,1.0,438.0,True,True
SyL9u-WA-,2018,-0.0003333333333328,1.333,0.0,19.0,True,True
SyProzZAW,2018,0.6663333333333332,1.333,1.0,91.0,True,True
SyVVXngRW,2018,-1.0003333333333329,1.333,0.0,2.0,True,True
SyW4Gjg0W,2018,-1.0003333333333329,1.333,0.0,,True,False
SyX0IeWAW,2018,-0.0003333333333328,1.333,1.0,117.0,True,True
SyYe6k-CW,2018,0.3330000000000002,1.333,1.0,14.0,True,True
SyZipzbCb,2018,0.9996666666666671,1.333,1.0,283.0,True,True
Syg-YfWCW,2018,0.3330000000000002,1.333,1.0,356.0,True,True
SygwwGbRW,2018,-0.0003333333333328,1.333,1.0,55.0,True,True
SyhRVm-Rb,2018,0.3330000000000002,1.333,0.0,144.0,True,True
Syjha0gAZ,2018,-0.3336666666666668,1.333,0.0,1.0,True,True
SyoDInJ0-,2018,0.6663333333333332,1.333,1.0,3.0,True,True
SyqShMZRb,2018,-0.6669999999999998,1.333,1.0,203.0,True,True
SyrGJYlRZ,2018,-1.0003333333333329,1.333,0.0,63.0,True,True
SysEexbRb,2018,0.9996666666666671,1.333,1.0,30.0,True,True
SywXXwJAb,2018,1.0830000000000002,1.333,1.0,36.0,True,True
Syx6bz-Ab,2018,-1.0003333333333329,1.333,0.0,785.0,True,True
r11Q2SlRW,2018,0.9996666666666671,1.333,1.0,16.0,True,True
r154_g-Rb,2018,-0.3336666666666668,1.333,0.0,26.0,True,True
r16Vyf-0-,2018,-1.0003333333333329,1.333,0.0,33.0,True,True
r17Q6WWA-,2018,-0.0003333333333328,1.333,0.0,11.0,True,True
r17lFgZ0Z,2018,-1.0003333333333329,1.333,0.0,183.0,True,True
r1DPFCyA-,2018,-0.6669999999999998,1.333,0.0,41.0,True,True
r1Ddp1-Rb,2018,0.6663333333333332,1.333,1.0,4735.0,True,True
r1HhRfWRZ,2018,-0.6669999999999998,1.333,1.0,13.0,True,True
r1RF3ExCb,2018,0.3330000000000002,1.333,0.0,20.0,True,True
r1SuFjkRW,2018,-0.3336666666666668,1.333,0.0,70.0,True,True
r1TA9ZbA-,2018,-0.3336666666666668,1.333,0.0,28.0,True,True
r1VVsebAZ,2018,0.3330000000000002,1.333,1.0,25.0,True,True
r1YqWz-R-,2018,-1.0003333333333329,1.333,0.0,7.0,True,True
r1ZdKJ-0W,2018,0.9996666666666671,1.333,1.0,188.0,True,True
r1dHXnH6-,2018,-0.0003333333333328,1.333,1.0,192.0,True,True
r1drp-WCZ,2018,-0.6669999999999998,1.333,0.0,29.0,True,True
r1gs9JgRZ,2018,0.9996666666666671,1.333,1.0,875.0,True,True
r1kNDlbCb,2018,-0.6669999999999998,1.333,0.0,4.0,True,True
r1l4eQW0Z,2018,0.6663333333333332,1.333,1.0,7.0,True,True
r1lUOzWCW,2018,-0.0003333333333328,1.333,1.0,99.0,True,True
r1q7n9gAb,2018,0.9996666666666671,1.333,1.0,15.0,True,True
r1uOhfb0W,2018,-0.3336666666666668,1.333,0.0,0.0,True,True
r1wEFyWCW,2018,0.6663333333333332,1.333,1.0,40.0,True,True
rJ7yZ2P6-,2018,-1.0003333333333329,1.333,0.0,27.0,True,True
rJNpifWAb,2018,0.9996666666666671,1.333,1.0,175.0,True,True
rJSr0GZR-,2018,-0.0003333333333328,1.333,0.0,0.0,True,True
rJXMpikCZ,2018,0.3330000000000002,1.333,1.0,,True,False
rJaE2alRW,2018,-1.0003333333333329,1.333,0.0,50.0,True,True
rJfHoM-C-,2018,-1.0003333333333329,1.333,0.0,1.0,True,True
rJg4YGWRb,2018,0.6663333333333332,1.333,0.0,251.0,True,True
rJiaRbk0-,2018,-0.3336666666666668,1.333,0.0,37.0,True,True
rJl3yM-Ab,2018,0.9996666666666671,1.333,1.0,95.0,True,True
rJlMAAeC-,2018,-0.0003333333333328,1.333,1.0,2.0,True,True
rJm7VfZA-,2018,0.6663333333333332,1.333,1.0,7.0,True,True
rJma2bZCW,2018,-1.0003333333333329,1.333,0.0,251.0,True,True
rJvJXZb0W,2018,0.9996666666666671,1.333,1.0,301.0,True,True
rJwelMbR-,2018,0.3330000000000002,1.333,1.0,13.0,True,True
rJzIBfZAb,2018,0.9996666666666671,1.333,1.0,1541.0,True,True
rk6cfpRjZ,2018,0.9996666666666671,1.333,1.0,103.0,True,True
rkA1f3NpZ,2018,-0.3336666666666668,1.333,0.0,77.0,True,True
rkGZuJb0b,2018,-1.0003333333333329,1.333,0.0,6.0,True,True
rkLyJl-0-,2018,0.3330000000000002,1.333,1.0,3.0,True,True
rkN2Il-RZ,2018,0.3330000000000002,1.333,1.0,57.0,True,True
rkO3uTkAZ,2018,0.6663333333333332,1.333,1.0,12.0,True,True
rkQkBnJAb,2018,0.9996666666666671,1.333,1.0,46.0,True,True
rkZB1XbRZ,2018,0.6663333333333332,1.333,1.0,248.0,True,True
rkZvSe-RZ,2018,0.3330000000000002,1.333,1.0,1109.0,True,True
rkaqxm-0b,2018,-0.3336666666666668,1.333,0.0,1.0,True,True
rkcya1ZAW,2018,-0.6669999999999998,1.333,0.0,21.0,True,True
rkdU7tCaZ,2018,-0.0003333333333328,1.333,0.0,60.0,True,True
rkeZRGbRW,2018,-0.6669999999999998,1.333,0.0,5.0,True,True
rkfOvGbCW,2018,0.9996666666666671,1.333,1.0,26.0,True,True
rkmoiMbCb,2018,-0.3336666666666668,1.333,0.0,1.0,True,True
rknt2Be0-,2018,0.3330000000000002,1.333,1.0,26.0,True,True
rkr1UDeC-,2018,0.3330000000000002,1.333,1.0,152.0,True,True
rkrC3GbRW,2018,0.9996666666666671,1.333,1.0,6.0,True,True
rkrWCJWAW,2018,-0.3336666666666668,1.333,0.0,53.0,True,True
ry018WZAZ,2018,0.6663333333333332,1.333,1.0,43.0,True,True
ry0WOxbRZ,2018,-1.0003333333333329,1.333,0.0,1.0,True,True
ry1arUgCW,2018,0.6663333333333332,1.333,1.0,37.0,True,True
ry80wMW0W,2018,0.3330000000000002,1.333,1.0,5.0,True,True
ry831QWAb,2018,-0.6669999999999998,1.333,0.0,17.0,True,True
ryBnUWb0b,2018,0.6663333333333332,1.333,1.0,5.0,True,True
ryCM8zWRb,2018,0.3330000000000002,1.333,0.0,930.0,True,True
ryRh0bb0Z,2018,0.6663333333333332,1.333,1.0,9.0,True,True
ryTp3f-0-,2018,0.9996666666666671,1.333,1.0,16.0,True,True
ryUlhzWCZ,2018,-0.3336666666666668,1.333,1.0,2.0,True,True
ryZERzWCZ,2018,-0.6669999999999998,1.333,0.0,37.0,True,True
ryazCMbR-,2018,-0.0003333333333328,1.333,1.0,,True,False
rydeCEhs-,2018,0.9996666666666671,1.333,1.0,392.0,True,True
ryiAv2xAZ,2018,0.6663333333333332,1.333,1.0,116.0,True,True
ryj0790hb,2018,-0.6669999999999998,1.333,0.0,,True,False
ryj38zWRb,2018,-0.3336666666666668,1.333,0.0,202.0,True,True
rylSzl-R-,2018,0.9996666666666671,1.333,1.0,75.0,True,True
ryserbZR-,2018,-0.3336666666666668,1.333,0.0,99.0,True,True
rytNfI1AZ,2018,0.3330000000000002,1.333,1.0,42.0,True,True
ryup8-WCW,2018,0.9996666666666671,1.333,1.0,63.0,True,True
rywDjg-RW,2018,0.9996666666666671,1.333,1.0,56.0,True,True
rywHCPkAW,2018,0.3330000000000002,1.333,1.0,388.0,True,True
ryykVe-0W,2018,-1.0003333333333329,1.333,0.0,51.0,True,True
B1G5ViAqFm,2019,-0.666666666666667,1.25,1.0,8.0,True,True
B1G9doA9F7,2019,0.333333333333333,1.25,1.0,35.0,True,True
B1GAUs0cKQ,2019,0.0,1.25,1.0,13.0,True,True
B1GSBsRcFX,2019,-1.0,1.25,0.0,0.0,True,True
B1MAJhR5YX,2019,0.333333333333333,1.25,0.0,,True,False
B1MB5oRqtQ,2019,0.0,1.25,0.0,4.0,True,True
B1MIBs05F7,2019,-0.666666666666667,1.25,0.0,14.0,True,True
B1MXz20cYQ,2019,-0.333333333333333,1.25,1.0,89.0,True,True
B1MbDj0ctQ,2019,-0.333333333333333,1.25,0.0,32.0,True,True
B1VWtsA5tQ,2019,-0.333333333333333,1.25,0.0,,True,False
B1e0KsRcYQ,2019,-1.0,1.25,0.0,0.0,True,True
B1e4wo09K7,2019,-0.666666666666667,1.25,0.0,1.0,True,True
B1e9csRcFm,2019,-1.0,1.25,0.0,2.0,True,True
B1eSg3C9Ym,2019,0.0,1.25,0.0,0.0,True,True
B1eXbn05t7,2019,-0.333333333333333,1.25,0.0,1.0,True,True
B1exrnCcF7,2019,0.666666666666667,1.25,1.0,15.0,True,True
B1fbosCcYm,2019,0.0,1.25,0.0,4.0,True,True
B1fpDsAqt7,2019,0.333333333333333,1.25,1.0,4.0,True,True
B1g30j0qF7,2019,0.75,1.25,1.0,170.0,True,True
B1gHjoRqYQ,2019,-0.666666666666667,1.25,0.0,0.0,True,True
B1gTShAct7,2019,1.0,1.25,1.0,101.0,True,True
B1l08oAct7,2019,1.0,1.25,1.0,,True,False
B1lxH20qtX,2019,-1.0,1.25,0.0,45.0,True,True
B1lz-3Rct7,2019,0.666666666666667,1.25,1.0,55.0,True,True
B1x-LjAcKX,2019,0.333333333333333,1.25,0.0,,True,False
B1xY-hRctX,2019,0.0,1.25,1.0,46.0,True,True
B1xf9jAqFQ,2019,0.333333333333333,1.25,1.0,16.0,True,True
B1xhQhRcK7,2019,0.0,1.25,1.0,46.0,True,True
BJG0voC9YQ,2019,1.0,1.25,1.0,41.0,True,True
BJGVX3CqYm,2019,0.0,1.25,0.0,200.0,True,True
BJGfCjA5FX,2019,-1.0,1.25,0.0,2.0,True,True
BJGjOi09t7,2019,-1.0,1.25,0.0,6.0,True,True
