paper_id,year,decision,answer,p_accept,p_reject,p_unknown,lap,ud
rJg4J3CqFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Hkl-di09FQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
r1eJssCqY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygnfn0qF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
SJxCsj0qYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeuOiRqKQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
SJequsCqKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1xeyhCctQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HyxBpoR5tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJz05o0qK7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryl8-3AcFX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rke_YiRct7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1lug3R5FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByetGn0cYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJzLciCqKm,2019,Accept (Poster),unknown,0.000001,0.000000,0.999999,0.000001,0.000001
SkxXg2C5FX,2019,Accept (Poster),rejected,0.000000,0.999999,0.000001,0.999999,-0.999999
SyNPk2R9K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxSrhC9KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
SkNksoRctQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
S1MAriC5F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByzcS3AcYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bygre3R9Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkMWx309FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HyllasActm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
r1GkMhAqYm,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJMcdsA5FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Hyx4knR9Ym,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HyxzRsR9Y7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByeTHsAqtX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJeZS3RcYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
SklVEnR5K7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJfUCoR5KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
r1l73iRqKm,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BJl6AjC5F7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BJGVX3CqYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1eRBoC9FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygkk305YQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryewE3R5YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
B1l6qiR5F7,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HyxnZh0ct7,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
B1xsqj09Fm,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryeFzT4YPr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJl0r3R9KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkglZyHtvH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkxaFoC9KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
B1e0X3C9tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rke5R1SFwS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Syl7OsRqY7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryGWhJBtDB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryex8CEKPr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJgFjREtwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJl-b3RcF7,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJx8ylSKvr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkgc06VtwH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryl5CJSFPS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkeIq2VYPr,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rke41hC5Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ryxtCpNtDS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJx4p3NYDB,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rygjmpVFvB,2020,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
rye5YaEtPr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxG3pVKPB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkecJ6VFvr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxtgJBKDr,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxNelrKPB,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkgU1gHtvr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJgQkT4twH,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryxtWgSKPB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxmPgrKwB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkx3-04FwB,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJlf_RVKwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rke2HRVYvH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryestJBKPB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxBa1HFvS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkliHyrFDB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJlnfaNYvB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxt0JHKvS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygwLgrYPB,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryxz8CVYDH,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJxe3xSYDS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxX8T4Kvr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkeNfp4tPr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkevSgrtPr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rke-f6NKvS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxlc0EtDr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryen_CEFwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkgfdeBYvH,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklr9kHFDB,2020,Accept (Talk),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkx-wA4YPS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkeYL1SFvH,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ryedqa4FwS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryl0cAVtPH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rklHqRVKvH,2020,Accept (Talk),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklFh34Kwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryga2CNKDH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryg8wpEtvB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJlNKCNtPB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygePJHYPH,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxVz1HKwB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklk_ySYPB,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJggX0EKwS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkxuWaVYDB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJgjGxrFPS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxGLlBtwH,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkxs0yHFPH,2020,Accept (Poster),accepted,0.999999,0.000000,0.000000,1.000000,0.999999
rkgg6xBYDH,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJxycxHKDS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJlUt0EYwS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkg-mA4FDr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rklTmyBKPH,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rylBK34FDS,2020,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-0.999999
rkgvXlrKwH,2020,Accept (Talk),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rklklCVYvB,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rygvFyrKwH,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkezdaEtvH,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJgJDAVKvB,2020,Accept (Spotlight),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rJgqMRVYvr,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryg7vA4tPB,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJgVwTVtvS,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJxHcgStwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygBVTVFPB,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rygHq6EFwr,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rygfnn4twS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rJx1Na4Fwr,2020,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkltE0VKwH,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ryeUg0VFwr,2020,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rkeNr6EKwB,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
rygf-kSYwH,2020,Accept (Spotlight),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rJgffkSFPS,2020,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rkgNKkHtvB,2020,Accept (Talk),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
rygeHgSFDH,2020,Accept (Spotlight),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
rke2P1BFwS,2020,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
